status,x,y
0,46.59830072447812,42.323014380014115
0,47.340784410059236,16.7331422424721
0,15.560043408079155,28.581504860824353
0,36.55442527324066,2.045244410666347
0,18.555826984053738,46.41004090150587
0,19.069500491370917,22.680342249774633
0,47.78856963711835,27.010240053397865
0,5.5193967018463965,30.929728848485073
0,38.79029097254575,28.870052007565565
0,0.6000679684116661,11.37801281126707
0,22.454379962935555,28.971451277527144
0,0.06814028350444201,9.837212354261043
0,42.999621188646174,42.231841937463315
0,10.845953485959715,31.22307915969885
0,41.66190415539699,26.991231414848322
0,34.649083781120275,9.375697236383097
0,24.994984300734963,49.92103796531409
0,35.38846963165582,49.90550772117826
0,9.9055587917883,4.78249140752916
0,34.80604954846261,6.144927861695293
0,8.121738864027822,30.86473041253896
0,21.719735914896983,43.91862723214322
0,41.64978089280402,2.1149144606059824
0,4.193939619444381,22.09277277639647
0,32.75688844032888,45.403962436795865
0,32.99812242949759,27.282180959331036
0,15.38099725512173,14.891471870764228
0,30.365052605307387,26.610873684946785
0,22.340787010465878,49.134351807336856
0,22.113191910083735,37.52842566156179
0,49.99240954028082,2.368872759845664
0,46.62622058908343,27.735252705603386
0,15.807084687086048,16.971473993690157
0,14.079001192299383,38.7062691297645
1,12.125415724895994,12.605890380947866
0,43.94989529383802,23.002372529776704
0,48.7263068087776,3.1632031241380423
0,10.838286205841573,38.11089386007813
0,10.10607517407136,15.501834685065807
0,32.05249901741649,4.975045981973436
0,42.66277667476379,3.7586123000124703
0,41.87447588028087,41.72292491729905
0,42.56243156098674,15.86063533396368
0,20.171670199813374,30.60881215623367
0,19.244396081984267,42.665143114434976
0,31.005552760000217,4.947645367487318
0,39.48319675765864,6.688582564840023
0,23.237910905698794,0.40319815839290896
0,30.45486349190484,23.87767413676999
0,35.43389773371325,27.850497010351628
0,37.438974685532216,4.924670804576559
0,33.344845465534476,33.908124084328094
0,0.2427702403837273,40.70146680966722
0,47.510301341205555,46.71735595082237
0,44.93402335142907,16.746118716141883
0,8.571863863991425,45.664806003967804
0,5.068044061874816,9.360340088027103
0,39.3302300025832,41.251471828402224
0,41.77314106009954,25.874278016605857
0,28.233952341190328,46.39422889885001
0,12.263057711227482,8.637531681891819
0,15.97651006966721,16.104408330681245
0,2.1972798682143635,39.76175227153871
0,10.044577682256623,33.02003091048834
0,36.78446498606573,9.350902032654052
0,47.7714982073346,3.127524828519457
0,0.6850928674070333,49.0389791667085
0,45.27855589315862,22.26853738505164
0,26.395698332744814,45.689437420805525
0,44.6358497730431,6.141090111167468
0,1.0158936560396958,8.801541894753196
0,9.617201933107083,47.61989141765545
0,19.002825686171125,14.043604699020552
0,25.904437036807828,30.223933249251765
0,23.92962029131961,12.46297616344753
0,2.6131440675536077,16.994051184551196
0,8.448840983931111,17.86579460400513
